College,Department,Prefix,Number,Title
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,3063,General Genetics
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,3063L,General Genetics Laboratory
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,3306,Stream Ecology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,3346C,Field Research Experience Abroad - Costa Rica
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,3404,Medicines of the Rainforest
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4024,Molecular Biology of the Cell
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4026,Molecular Biology of the Gene
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4109,Cancer Biology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4234,Principles of Immunology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4315,Marine Ecology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4402,Disease Ecology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4522C,Experimental Genetics and Cell Biology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4663,Human Genetics
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4679,Biology Capstone Course: Evolution
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4707,Survival Physiology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",PCB,4744,Biomedical Physiology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",ZOO,4694,Developmental Biology
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",ZOO,4753,Human Histology & Molecular Pathology of Disease
College of Arts and Sciences,"Department of Cell Biology, Microbiology, and Molecular Biology",ZOO,4753L,Human Histology & Molecular Pathology of Disease Laboratory
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5320,Chemical Process Engineering I
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5321,Chemical Process Engineering II
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5322,Chemical Process Engineering III
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5327,Chemical Process Control
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5785,Sustaining the Earth: An Engineering Approach
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5786,Green Engineering
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5931,Special Topics IV
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,5945,Chemical Engineering Industrial Internship
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6105,Advanced Thermodynamics I
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6107,Molecular Thermodynamics
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6285,Advanced Transport Phenomena
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6412,Processes Analysis and Modeling
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6417,Bioseparations
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6506,Chemical Engineering Kinetics
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6515,Reacting Systems
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6536,Catalysis: Concepts and Applications
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6805,Synthetic Fuel Production
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6840,Mathematical Methods for Chemical Engineering
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6906,Directed Research
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6907,Independent Study - Variable Title
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6930,Special Problems I
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6931,Special Problems II
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,6971,Thesis: Master's
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,7915,Directed Research
College of Engineering,"Department of Chemical, Biological and Materials Engineering",ECH,7980,Dissertation: Doctoral
College of Engineering,"Department of Chemical, Biological and Materials Engineering",EMA,6001,Advance Materials
College of Engineering,"Department of Chemical, Biological and Materials Engineering",EMA,6510,Characterization of Materials
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3002,Introduction to Chemical and Biomolecular Engineering
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3023,Material and Energy Balances
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3101,Chemical Engineering Thermodynamics I
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3240L,Chemical Engineering Laboratory I
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3266,Transport Phenomena I
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3702,Instrument Systems I
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3783,Sustaining the Earth: An Engineering Approach
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,3854,Engineering Computations
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4123,Chemical Engineering Thermodynamics II
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4241L,Chemical Engineering Laboratory II
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4267,Transport Phenomena II
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4323,Process Dynamics and Control
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4418,Separation Processes
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4504,Kinetics and Reaction Engineering
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4535,Catalysis: Concepts and Applications
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4605,Product and Process Systems Engineering
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4615C,Product and Process Design
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4680C,Product Development
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4715,Chemical Process Safety and Ethics
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4804,Synthetic Fuel Production
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4846,Numerical Methods in Chemical Engineering
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4905,Independent Study
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4931,Special Topics in Chemical Engineering II
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4936,Undergraduate Seminar
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",ECH,4944,Industry Internship
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",EGS,3011,"Research Design, Methods, & Interpretation"
College of Engineering,"Department of Chemical, Biological, and Materials Engineering",EMA,4003,Introduction to Materials Science
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,5931,Selected Topics in Chemistry
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6036,Chemical Biology
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6138,Mass Spectrometry
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6150,Advanced Analytical Chemistry
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6235,Spectroscopic Analysis of Organic Compounds
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6250,Advanced Organic Chemistry I: Synthesis
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6263,Advanced Organic Chemistry II: Physical-Organic
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6279,Introduction to Drug Discovery
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6440,Reaction Kinetics
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6480,Advanced Quantum Mechanics I
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6804,Advanced Safety in the Chemistry Laboratory
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6810,Methods of Instruction in Higher Ed Chemistry
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6811,Classroom Assessment Practices in Chemistry
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6907,Independent Study
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6935,Graduate Seminars in Chemistry
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6936,Chemistry Colloquium
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6937,Discipline-Based Education Research Colloquium
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6938,Selected Topics in Chemistry
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6945,Investigating Chemical Education Research in the United States
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6946,Graduate Instruction Methods
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6971,Thesis: Master's
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6973,Directed Research
